shot,club,block,model,window,center_source,tdm_residual,speed_source,snapshot_half,max_range_m,n_snapshots,n_frames,launch_angle_deg,trackman_launch_deg,launch_error_deg,best_log_error,truth_log_error,truth_minus_best,median_cross_to_direct,median_double_to_direct,trackman_ball_ms,radar_ball_ms,radar_height_m,tilt_deg
103,Driver,A,two2,hann,peak,none,ops,second,4.7,6,2,8.43023712123395,10.004000000000007,-1.5737628787660558,-1.0516404331979456,-1.0344001375510672,0.017240295646878456,nan,0.25608205377309545,66.20651425608196,65.04050420858877,0.1524,10.404948650719305
103,Driver,A,four4,hann,peak,none,ops,second,4.7,6,2,9.240428992800995,10.004000000000007,-0.7635710071990118,-1.1133170855692738,-1.1126319310081874,0.0006851545610864207,0.2530084895447483,0.16305355556469425,66.20651425608196,65.04050420858877,0.1524,10.404948650719305
104,Driver,A,direct1,hann,peak,none,ops,second,4.7,12,4,14.316464347159874,17.990000000000002,-3.673535652840128,-1.0618310707533376,-0.9495824312305187,0.11224863952281894,nan,nan,61.557305962609625,58.72067316160003,0.1524,10.404948650719305
104,Driver,A,two2,hann,peak,none,ops,second,4.7,12,4,13.833731004118034,17.990000000000002,-4.156268995881968,-1.1129336712443776,-0.9873623112110071,0.12557136003337044,nan,0.1748488501443411,61.557305962609625,58.72067316160003,0.1524,10.404948650719305
104,Driver,A,four4,hann,peak,none,ops,second,4.7,12,4,16.31582833543275,17.990000000000002,-1.6741716645672504,-1.246847188364486,-1.233259048095964,0.013588140268522064,0.22940552773681877,0.15079210762325423,61.557305962609625,58.72067316160003,0.1524,10.404948650719305
105,Driver,A,direct1,hann,peak,none,ops,second,4.7,10,3,3.690634355144361,5.857999999999973,-2.1673656448556122,-1.0079735798178786,-0.9758449970247153,0.03212858279316333,nan,nan,64.32894936833353,62.482001443068725,0.1524,10.404948650719305
105,Driver,A,two2,hann,peak,none,ops,second,4.7,10,3,3.923228036540415,5.857999999999973,-1.934771963459558,-1.0948646891091667,-1.0851090930314617,0.009755596077704931,nan,0.20354423843072025,64.32894936833353,62.482001443068725,0.1524,10.404948650719305
105,Driver,A,four4,hann,peak,none,ops,second,4.7,10,3,4.9022682351283855,5.857999999999973,-0.9557317648715875,-1.1730650418378532,-1.17211306775584,0.0009519740820131961,0.4958835111314244,0.45161011989584837,64.32894936833353,62.482001443068725,0.1524,10.404948650719305
112,Driver,A,direct1,hann,peak,none,ops,second,4.7,6,2,9.495608576434622,10.008999999999974,-0.5133914235653521,-0.9191059673288269,-0.9180553774081914,0.0010505899206354474,nan,nan,68.57582232871691,66.71210258129634,0.1524,10.404948650719305
112,Driver,A,two2,hann,peak,none,ops,second,4.7,6,2,9.47623291279133,10.008999999999974,-0.5327670872086436,-1.022095856092443,-1.0213401805199476,0.0007556755724953401,nan,0.23825777955036265,68.57582232871691,66.71210258129634,0.1524,10.404948650719305
112,Driver,A,four4,hann,peak,none,ops,second,4.7,6,2,8.478073935824096,10.008999999999974,-1.530926064175878,-1.1971264026073314,-1.1956561636192853,0.001470238988046102,0.3617280370925847,0.2610527213805294,68.57582232871691,66.71210258129634,0.1524,10.404948650719305
113,Driver,A,direct1,hann,peak,none,ops,second,4.7,8,3,11.252175844058964,13.960999999999997,-2.7088241559410324,-1.3316802214185515,-1.2327358642058521,0.09894435721269934,nan,nan,65.53595536760038,63.52557867311998,0.1524,10.404948650719305
113,Driver,A,two2,hann,peak,none,ops,second,4.7,8,3,11.578961946478524,13.960999999999997,-2.382038053521473,-1.4012321767380598,-1.324589050467931,0.07664312627012881,nan,0.14466163333644574,65.53595536760038,63.52557867311998,0.1524,10.404948650719305
113,Driver,A,four4,hann,peak,none,ops,second,4.7,8,3,12.196433420063201,13.960999999999997,-1.7645665799367958,-1.5191753025382049,-1.5012611302633978,0.017914172274807072,0.16503785927401082,0.11352059909790747,65.53595536760038,63.52557867311998,0.1524,10.404948650719305
114,Driver,A,direct1,hann,peak,none,ops,second,4.7,9,3,13.121332942035085,14.620999999999993,-1.499667057964908,-1.084344782421789,-1.0659166920066496,0.018428090415139486,nan,nan,68.754638032312,66.41769366658134,0.1524,10.404948650719305
114,Driver,A,two2,hann,peak,none,ops,second,4.7,9,3,13.040118572028932,14.620999999999993,-1.580881427971061,-1.1148054991438652,-1.0944134139793888,0.020392085164476326,nan,0.10905725038354458,68.754638032312,66.41769366658134,0.1524,10.404948650719305
114,Driver,A,four4,hann,peak,none,ops,second,4.7,9,3,13.152469847454846,14.620999999999993,-1.4685301525451475,-1.296866377776462,-1.2916196674926086,0.005246710283853373,0.211350349588742,0.09701648661735751,68.754638032312,66.41769366658134,0.1524,10.404948650719305
115,SandWedge,A,direct1,hann,peak,none,ops,second,4.7,14,4,29.45806129782493,31.661999999999985,-2.203938702175055,-1.0292792297821358,-0.9827748128742205,0.04650441690791529,nan,nan,31.33745205503947,28.836434147209175,0.1524,10.404948650719305
115,SandWedge,A,two2,hann,peak,none,ops,second,4.7,14,4,29.09664204372869,31.661999999999985,-2.5653579562712956,-1.090928672267414,-1.0199411984863915,0.07098747378102255,nan,0.1460689979015592,31.33745205503947,28.836434147209175,0.1524,10.404948650719305
115,SandWedge,A,four4,hann,peak,none,ops,second,4.7,14,4,28.654874453862348,31.661999999999985,-3.0071255461376367,-1.2482574498226922,-1.1765316797856253,0.07172577003706682,0.3114569451879472,0.14966197664381262,31.33745205503947,28.836434147209175,0.1524,10.404948650719305
116,SandWedge,A,direct1,hann,peak,none,ops,second,4.7,11,4,29.007646000718054,29.217000000000002,-0.20935399928194798,-0.9376672078232859,-0.9373859429329574,0.0002812648903285364,nan,nan,29.728110722683663,30.553232406976534,0.1524,10.404948650719305
116,SandWedge,A,two2,hann,peak,none,ops,second,4.7,11,4,28.822877324530648,29.217000000000002,-0.39412267546935453,-0.9886613893383958,-0.9878224363135988,0.0008389530247969734,nan,0.1793977063532282,29.728110722683663,30.553232406976534,0.1524,10.404948650719305
